date,site,samp_type,season,taxa,number_individuals,age_class,prey_category
8/3/2017,SGL 221,leaf litter,summer,Cecidomyiidae,1,Adult,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Phoridae,2,Adult,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Acari,400,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Collembola,34,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Diplopoda,2,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Chilopoda,2,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Gastropoda,3,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Staphylinidae,12,Adult,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Pseudoscorpiones,7,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Araneae,8,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Chironomidae,1,Immature,aquatic
8/3/2017,SGL 221,leaf litter,summer,Staphylinidae,1,Immature,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Lepidoptera,1,Immature,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Chalcidoidea,1,Adult,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Diptera,1,Immature,intermediate
8/3/2017,SGL 221,leaf litter,summer,Heteroptera,1,Immature,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Cecidomyiidae,3,Immature,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Acari,400,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Collembola,34,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Chilopoda,3,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Heteroptera,1,Immature,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Curculionidae,2,Adult,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Araneae,8,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Lepidoptera,5,Immature,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Formicidae,1,Adult,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Pseudoscorpiones,2,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Cecidomyiidae,5,Immature,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Hymenoptera,4,Adult,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Perlidae,1,Immature,aquatic
8/3/2017,SGL 221,leaf litter,summer,Mecoptera,1,Adult,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Annelida,7,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Acari,287,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Collembola,24,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Araneae,11,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Gastropoda,3,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Chilopoda,1,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Pseudoscorpiones,1,Undetermined,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Cecidomyiidae,1,Adult,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Psychodidae,1,Adult,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Heteroptera,3,Immature,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Cecidomyiidae,4,Immature,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Diptera,1,Immature,intermediate
8/3/2017,SGL 221,leaf litter,summer,Lepidoptera,1,Immature,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Peltoperlidae,2,Immature,aquatic
8/3/2017,SGL 221,leaf litter,summer,Sciaridae,1,Immature,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Hymenoptera,2,Adult,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Dolichopodidae,1,Immature,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Chironomidae,1,Immature,aquatic
8/3/2017,SGL 221,leaf litter,summer,Empididae,1,Immature,aquatic
8/3/2017,SGL 221,leaf litter,summer,Hemiptera,1,Adult,terrestrial
8/3/2017,SGL 221,leaf litter,summer,Lepidoptera,1,Immature,terrestrial
8/7/2017,HECR,leaf litter,summer,Collembola,5,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Cecidomyiidae,1,Adult,terrestrial
8/7/2017,HECR,leaf litter,summer,Phoridae,2,Adult,terrestrial
8/7/2017,HECR,leaf litter,summer,Araneae,1,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Pseudoscorpiones,1,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Acari,59,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Curculionidae,1,Adult,terrestrial
8/7/2017,HECR,leaf litter,summer,Isopoda,1,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Lampyridae,1,Immature,terrestrial
8/7/2017,HECR,leaf litter,summer,Staphylinidae,1,Immature,terrestrial
8/7/2017,HECR,leaf litter,summer,Chironomidae,1,Immature,aquatic
8/7/2017,HECR,leaf litter,summer,Gastropoda,1,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Chalcidoidea,1,Adult,terrestrial
8/7/2017,HECR,leaf litter,summer,Ceratopogonidae,1,Immature,aquatic
8/7/2017,HECR,leaf litter,summer,Lepidoptera,4,Immature,terrestrial
8/7/2017,HECR,leaf litter,summer,Acari,39,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Collembola,12,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Psocoptera,1,Adult,terrestrial
8/7/2017,HECR,leaf litter,summer,Psocoptera,5,Immature,terrestrial
8/7/2017,HECR,leaf litter,summer,Araneae,3,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Chironomidae,9,Immature,aquatic
8/7/2017,HECR,leaf litter,summer,Cecidomyiidae,3,Adult,terrestrial
8/7/2017,HECR,leaf litter,summer,Cecidomyiidae,1,Immature,terrestrial
8/7/2017,HECR,leaf litter,summer,Aphididae,1,Immature,terrestrial
8/7/2017,HECR,leaf litter,summer,Annelida,2,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Thysanoptera,1,Adult,terrestrial
8/7/2017,HECR,leaf litter,summer,Phoridae,1,Adult,terrestrial
8/7/2017,HECR,leaf litter,summer,Chalcidoidea,1,Adult,terrestrial
8/7/2017,HECR,leaf litter,summer,Lepidoptera,2,Immature,terrestrial
8/7/2017,HECR,leaf litter,summer,Psychodidae,4,Adult,terrestrial
8/7/2017,HECR,leaf litter,summer,Collembola,22,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Araneae,2,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Diplopoda,4,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Acari,359,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Chalcidoidea,1,Adult,terrestrial
8/7/2017,HECR,leaf litter,summer,Pseudoscorpiones,1,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Lepidoptera,3,Immature,terrestrial
8/7/2017,HECR,leaf litter,summer,Cecidomyiidae,7,Immature,terrestrial
8/7/2017,HECR,leaf litter,summer,Annelida,1,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Araneae,30,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Collembola,18,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Diplopoda,1,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Acari,218,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Gastropoda,1,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Carabidae,1,Adult,terrestrial
8/7/2017,HECR,leaf litter,summer,Psychodidae,1,Immature,intermediate
8/7/2017,HECR,leaf litter,summer,Chironomidae,3,Immature,aquatic
8/7/2017,HECR,leaf litter,summer,Cecidomyiidae,3,Immature,terrestrial
8/7/2017,HECR,leaf litter,summer,Sciaridae,1,Adult,intermediate
8/7/2017,HECR,leaf litter,summer,Collembola,20,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Chironomidae,11,Immature,aquatic
8/7/2017,HECR,leaf litter,summer,Acari,36,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Araneae,10,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Chalcidoidea,1,Adult,terrestrial
8/7/2017,HECR,leaf litter,summer,Diplopoda,1,Undetermined,terrestrial
8/7/2017,HECR,leaf litter,summer,Phoridae,1,Adult,terrestrial
8/7/2017,HECR,leaf litter,summer,Thysanoptera,1,Adult,terrestrial
8/7/2017,HECR,leaf litter,summer,Aphididae,4,Immature,terrestrial
8/7/2017,HECR,leaf litter,summer,Dolichopodidae,1,Immature,terrestrial
8/7/2017,HECR,leaf litter,summer,Lampyridae,1,Immature,terrestrial
8/7/2017,HECR,leaf litter,summer,Cantharidae,1,Immature,terrestrial
8/7/2017,HECR,leaf litter,summer,Cecidomyiidae,2,Immature,terrestrial
8/7/2017,HECR,leaf litter,summer,Lepidoptera,1,Immature,terrestrial
7/30/2017,HECR,leaf pack,summer,Chironomidae,67,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Limoniidae,1,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Diptera,1,Immature,intermediate
7/30/2017,HECR,leaf pack,summer,Simuliidae,1,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Empididae,4,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Peltoperlidae,91,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Plecoptera,6,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Dixidae,3,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Acari,1,Undetermined,terrestrial
7/30/2017,HECR,leaf pack,summer,Psocoptera,1,Adult,terrestrial
7/30/2017,HECR,leaf pack,summer,Sciaridae,1,Adult,intermediate
7/30/2017,HECR,leaf pack,summer,Collembola,29,Undetermined,terrestrial
7/30/2017,HECR,leaf pack,summer,Elmidae,1,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Trichoptera,2,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Chironomidae,344,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Trichoptera,1,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Hydropsychidae,2,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Brachycentridae,2,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Peltoperlidae,34,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Acari,5,Undetermined,terrestrial
7/30/2017,HECR,leaf pack,summer,Gastropoda,1,Undetermined,terrestrial
7/30/2017,HECR,leaf pack,summer,Psychodidae,3,Immature,intermediate
7/30/2017,HECR,leaf pack,summer,Staphylinidae,1,Adult,terrestrial
7/30/2017,HECR,leaf pack,summer,Cecidomyiidae,1,Adult,terrestrial
7/30/2017,HECR,leaf pack,summer,Chironomidae,2,Adult,aquatic
7/30/2017,HECR,leaf pack,summer,Carabidae,1,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Ephemeroptera,5,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Dytiscidae,1,Adult,aquatic
7/30/2017,HECR,leaf pack,summer,Collembola,5,Undetermined,terrestrial
7/30/2017,HECR,leaf pack,summer,Elmidae,1,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Araneae,2,Undetermined,terrestrial
7/30/2017,HECR,leaf pack,summer,Dixidae,2,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Plecoptera,3,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Chilopoda,1,Undetermined,terrestrial
7/30/2017,HECR,leaf pack,summer,Empididae,15,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Annelida,1,Undetermined,terrestrial
7/30/2017,HECR,leaf pack,summer,Diptera,8,Immature,intermediate
7/30/2017,HECR,leaf pack,summer,Limoniidae,2,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Dytiscidae,1,Adult,aquatic
7/30/2017,HECR,leaf pack,summer,Chironomidae,31,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Empididae,4,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Dixidae,1,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Psychodidae,1,Immature,intermediate
7/30/2017,HECR,leaf pack,summer,Cecidomyiidae,1,Adult,terrestrial
7/30/2017,HECR,leaf pack,summer,Collembola,2,Undetermined,terrestrial
7/30/2017,HECR,leaf pack,summer,Peltoperlidae,1,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Carabidae,1,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Ephemeroptera,1,Immature,aquatic
7/30/2017,HECR,leaf pack,summer,Diptera,1,Immature,intermediate
10/1/2017,SGL 221,leaf pack,fall,Gomphidae,1,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Chironomidae,10,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Plecoptera,10,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Pteronarcyidae,2,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Trichoptera,6,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Odontoceridae,3,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Limnephilidae,2,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Diplopoda,1,Undetermined,terrestrial
10/1/2017,SGL 221,leaf pack,fall,Peltoperlidae,13,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Dixidae,1,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Ceratopogonidae,1,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Collembola,2,Undetermined,terrestrial
10/1/2017,SGL 221,leaf pack,fall,Nematoda,2,Undetermined,terrestrial
10/1/2017,SGL 221,leaf pack,fall,Acalyptratae,1,Adult,intermediate
10/1/2017,SGL 221,leaf pack,fall,Empididae,7,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Collembola,11,Undetermined,terrestrial
10/1/2017,SGL 221,leaf pack,fall,Plecoptera,3,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Pteronarcyidae,2,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Peltoperlidae,13,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Odontoceridae,5,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Chironomidae,11,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Ceratopogonidae,2,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Annelida,4,Undetermined,terrestrial
10/1/2017,SGL 221,leaf pack,fall,Empididae,17,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Dolichopodidae,1,Immature,terrestrial
10/1/2017,SGL 221,leaf pack,fall,Sciaridae,1,Adult,intermediate
10/1/2017,SGL 221,leaf pack,fall,Psychodidae,1,Immature,intermediate
10/1/2017,SGL 221,leaf pack,fall,Trichoptera,4,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Chironomidae,127,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Plethodontidae,1,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Gomphidae,1,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Acari,1,Undetermined,terrestrial
10/1/2017,SGL 221,leaf pack,fall,Diptera,1,Adult,intermediate
10/1/2017,SGL 221,leaf pack,fall,Phoridae,2,Adult,terrestrial
10/1/2017,SGL 221,leaf pack,fall,Acalyptratae,3,Adult,intermediate
10/1/2017,SGL 221,leaf pack,fall,Empididae,2,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Cecidomyiidae,3,Immature,terrestrial
10/1/2017,SGL 221,leaf pack,fall,Ephemeroptera,4,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Odontoceridae,4,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Ceratopogonidae,1,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Peltoperlidae,5,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Reduviidae,1,Adult,aquatic
10/1/2017,SGL 221,leaf pack,fall,Diptera,2,Immature,intermediate
10/1/2017,SGL 221,leaf pack,fall,Collembola,11,Undetermined,terrestrial
10/1/2017,SGL 221,leaf pack,fall,Pteronarcyidae,3,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Perlodidae,4,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Plecoptera,3,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Empididae,10,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Peltoperlidae,11,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Chironomidae,98,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Trichoptera,6,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Hydropsychidae,4,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Corydalidae,1,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Plethodontidae,1,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Psocoptera,1,Immature,terrestrial
10/1/2017,SGL 221,leaf pack,fall,Araneae,1,Undetermined,terrestrial
10/1/2017,SGL 221,leaf pack,fall,Ephemeroptera,2,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Diptera,2,Immature,intermediate
10/1/2017,SGL 221,leaf pack,fall,Ceratopogonidae,2,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Elmidae,4,Immature,aquatic
10/1/2017,SGL 221,leaf pack,fall,Acari,3,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Collembola,12,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Araneae,8,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Acari,106,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Acalyptratae,3,Adult,intermediate
10/1/2017,SGL 221,leaf litter,fall,Cecidomyiidae,2,Adult,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Cecidomyiidae,1,Immature,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Psychodidae,1,Immature,intermediate
10/1/2017,SGL 221,leaf litter,fall,Phoridae,3,Adult,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Lepidoptera,1,Immature,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Gastropoda,1,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Thysanoptera,1,Adult,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Acari,67,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Collembola,1,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Gastropoda,9,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Lepidoptera,1,Immature,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Staphylinidae,5,Adult,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Chilopoda,1,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Psocoptera,2,Adult,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Psocoptera,2,Immature,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Formicidae,1,Adult,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Sciaridae,2,Adult,intermediate
10/1/2017,SGL 221,leaf litter,fall,Phoridae,1,Adult,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Pseudoscorpiones,2,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Araneae,1,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Hymenoptera,2,Adult,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Curculionidae,1,Adult,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Peltoperlidae,1,Immature,aquatic
10/1/2017,SGL 221,leaf litter,fall,Acari,228,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Collembola,37,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Staphylinidae,16,Adult,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Staphylinidae,1,Immature,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Cantharidae,1,Immature,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Araneae,4,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Chilopoda,2,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Diplopoda,4,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Gastropoda,1,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Diptera,1,Immature,intermediate
10/1/2017,SGL 221,leaf litter,fall,Cecidomyiidae,3,Immature,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Phoridae,2,Adult,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Acalyptratae,1,Adult,intermediate
10/1/2017,SGL 221,leaf litter,fall,Chironomidae,1,Immature,aquatic
10/1/2017,SGL 221,leaf litter,fall,Hymenoptera,2,Adult,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Lepidoptera,1,Immature,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Thysanoptera,1,Adult,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Acari,118,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Araneae,2,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Pseudoscorpiones,1,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Collembola,11,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Lepidoptera,3,Immature,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Psocoptera,2,Immature,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Staphylinidae,1,Adult,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Phoridae,1,Adult,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Hymenoptera,1,Adult,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Acari,83,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Araneae,9,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Collembola,46,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Gastropoda,2,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Diplopoda,4,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Pseudoscorpiones,2,Undetermined,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Lepidoptera,1,Immature,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Phoridae,2,Adult,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Staphylinidae,1,Immature,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Psocoptera,1,Adult,terrestrial
10/1/2017,SGL 221,leaf litter,fall,Trichoptera,1,Immature,aquatic
